,DATE,EVENT,BOUT,Winner,WeightClass,Tittle,Women_fight,METHOD,TIME FORMAT,ROUND,TIME,TotalTime,REFEREE,DETAILS,URL
576,,UFC 267: Blachowicz vs. Teixeira,Tagir Ulanbekov vs. Allan Nascimento,Tagir Ulanbekov ,Flyweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Daniel Movahedi,Vito Paolillo 28 - 29.Ben Cartlidge 29 - 28.Darryl Ransom 28 - 29.,http://ufcstats.com/fight-details/6163c18411aca830
577,,UFC Fight Night: Costa vs. Vettori,Paulo Costa vs. Marvin Vettori,Marvin Vettori ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Jason Herzog,Junichiro Kamijo 46 - 48.Derek Cleary 46 - 48.Sal D'amato 46 - 48.,http://ufcstats.com/fight-details/860be3cc82895177
578,,UFC Fight Night: Costa vs. Vettori,Grant Dawson vs. Ricky Glenn,DRAW,Lightweight,0,0,Decision - Majority ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Doug Crosby 28 - 29.Chris Lee 28 - 28.Ron McCarthy 28 - 28.,http://ufcstats.com/fight-details/9fe62ea683decc55
579,,UFC Fight Night: Costa vs. Vettori,Jessica-Rose Clark vs. Joselyne Edwards,Jessica-Rose Clark ,Bantamweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Sal D'amato 27 - 30.Ron McCarthy 27 - 30.Eric Colon 28 - 29.,http://ufcstats.com/fight-details/69167b996ce7a7e4
580,,UFC Fight Night: Costa vs. Vettori,Alex Caceres vs. SeungWoo Choi,Alex Caceres ,Featherweight,0,0,Submission ,"[5, 5, 5]",2,3:31,511,Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/98842f17dfe4b4ef
581,,UFC Fight Night: Costa vs. Vettori,Francisco Trinaldo vs. Dwight Grant,Francisco Trinaldo ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Adalaide Byrd 27 - 29.Ron McCarthy 27 - 29.Sal D'amato 29 - 27.,http://ufcstats.com/fight-details/587d373f18f6c8c0
582,,UFC Fight Night: Costa vs. Vettori,Nicolae Negumereanu vs. Ike Villanueva,Nicolae Negumereanu ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",1,1:18,78,Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/e078d18fa9ed100d
583,,UFC Fight Night: Costa vs. Vettori,Junyong Park vs. Gregory Rodrigues,Gregory Rodrigues ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",2,3:13,493,Keith Peterson,Punch to Head In Clinch ,http://ufcstats.com/fight-details/88256dd5a9aef1cc
584,,UFC Fight Night: Costa vs. Vettori,Mason Jones vs. David Onama,Mason Jones ,Lightweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Tony Weeks 28 - 29.Eric Colon 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/d44d735e5079bfb8
585,,UFC Fight Night: Costa vs. Vettori,Tabatha Ricci vs. Maria Oliveira,Tabatha Ricci ,Strawweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Keith Peterson,Junichiro Kamijo 27 - 30.Tony Weeks 27 - 30.Doug Crosby 27 - 30.,http://ufcstats.com/fight-details/1fe58cdab57d233b
586,,UFC Fight Night: Costa vs. Vettori,Jamie Pickett vs. Laureano Staropoli,Jamie Pickett ,Middleweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mike Beltran,Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/85f920746c58d0a6
587,,UFC Fight Night: Costa vs. Vettori,Khama Worthy vs. Jai Herbert,Jai Herbert ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:47,167,Chris Tognoni,Punches to Head On Ground ,http://ufcstats.com/fight-details/6d7eecf4acecda2a
588,,UFC Fight Night: Costa vs. Vettori,Jeff Molina vs. Daniel Da Silva,Jeff Molina ,Flyweight,0,0,KO/TKO ,"[5, 5, 5]",2,0:46,346,Keith Peterson,Punches to Head From Back Control ,http://ufcstats.com/fight-details/acec5f4c6fee1ae2
589,,UFC Fight Night: Costa vs. Vettori,Livinha Souza vs. Randa Markos,Randa Markos ,Strawweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Eric Colon 27 - 30.Sal D'amato 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/61d9eff5fa4c8578
590,,UFC Fight Night: Costa vs. Vettori,Jonathan Martinez vs. Zviad Lazishvili,Jonathan Martinez ,Bantamweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Adalaide Byrd 27 - 30.Doug Crosby 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/7151ae256e6c181b
591,,UFC Fight Night: Ladd vs. Dumont,Aspen Ladd vs. Norma Dumont,Norma Dumont ,Featherweight,0,1,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Keith Peterson,Sal D'amato 46 - 49.Chris Lee 46 - 49.Junichiro Kamijo 47 - 48.,http://ufcstats.com/fight-details/330e67abac6e5ce7
592,,UFC Fight Night: Ladd vs. Dumont,Andrei Arlovski vs. Carlos Felipe,Andrei Arlovski ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Eric Colon 28 - 29.Doug Crosby 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/188b63ec6ee1c1c9
593,,UFC Fight Night: Ladd vs. Dumont,Jim Miller vs. Erick Gonzalez,Jim Miller ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,0:14,314,Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/d9ca00b3c62a874d
594,,UFC Fight Night: Ladd vs. Dumont,Manon Fiorot vs. Mayra Bueno Silva,Manon Fiorot ,Flyweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Tony Weeks 26 - 30.Eric Colon 27 - 30.Doug Crosby 27 - 30.,http://ufcstats.com/fight-details/b193e2317b21125c
595,,UFC Fight Night: Ladd vs. Dumont,Nate Landwehr vs. Ludovit Klein,Nate Landwehr ,Featherweight,0,0,Submission ,"[5, 5, 5]",3,2:22,742,Herb Dean,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/a2e1116a9fe84aa9
596,,UFC Fight Night: Ladd vs. Dumont,Andrew Sanchez vs. Bruno Silva,Bruno Silva ,Middleweight,0,0,KO/TKO ,"[5, 5, 5]",3,2:35,755,Keith Peterson,Punches to Head At Distance ,http://ufcstats.com/fight-details/fefa96b6d939ffea
597,,UFC Fight Night: Ladd vs. Dumont,Danny Roberts vs. Ramazan Emeev,Danny Roberts ,Welterweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Mark Smith,Rick Winter 28 - 29.Sal D'amato 29 - 28.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e3881a6895be3e9e
598,,UFC Fight Night: Ladd vs. Dumont,Loopy Godinez vs. Luana Carolina,Luana Carolina ,Flyweight,0,1,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Junichiro Kamijo 28 - 29.Eric Colon 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/be8bee783d22bee2
599,,UFC Fight Night: Ladd vs. Dumont,Danaa Batgerel vs. Brandon Davis,Danaa Batgerel ,Bantamweight,0,0,KO/TKO ,"[5, 5, 5]",1,2:01,121,Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/cf020c71f1dbfa0b
600,,UFC Fight Night: Ladd vs. Dumont,Istela Nunes vs. Ariane Carnelossi,Ariane Carnelossi ,Strawweight,0,1,Submission ,"[5, 5, 5]",3,2:57,777,Keith Peterson,Rear Naked Choke ,http://ufcstats.com/fight-details/814d481e79e9a525
601,,UFC Fight Night: Dern vs. Rodriguez,Mackenzie Dern vs. Marina Rodriguez,Marina Rodriguez ,Strawweight,0,1,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Mark Smith,Mike Bell 46 - 49.Sal D'amato 46 - 49.Junichiro Kamijo 46 - 49.,http://ufcstats.com/fight-details/149d6b90f33634a4
602,,UFC Fight Night: Dern vs. Rodriguez,Randy Brown vs. Jared Gooden,Randy Brown ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Herb Dean,Rick Winter 27 - 30.Sal D'amato 27 - 30.Dave Hagen 27 - 30.,http://ufcstats.com/fight-details/d5ffdb5388ffabc6
603,,UFC Fight Night: Dern vs. Rodriguez,Tim Elliott vs. Matheus Nicolau,Matheus Nicolau ,Flyweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/20f19439e9b100b0
604,,UFC Fight Night: Dern vs. Rodriguez,Sabina Mazo vs. Mariya Agapova,Mariya Agapova ,Flyweight,0,1,Submission ,"[5, 5, 5]",3,0:53,653,Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/38957d8eb185391c
605,,UFC Fight Night: Dern vs. Rodriguez,Chris Gutierrez vs. Felipe Colares,Chris Gutierrez ,Bantamweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Jason Herzog,Mike Bell 27 - 30.Sal D'amato 27 - 30.Rick Winter 29 - 28.,http://ufcstats.com/fight-details/6101249c2cdd1493
606,,UFC Fight Night: Dern vs. Rodriguez,Alexandr Romanov vs. Jared Vanderaa,Alexandr Romanov ,Heavyweigh,0,0,KO/TKO ,"[5, 5, 5]",2,4:43,583,Mark Smith,Punches to Head From Mount ,http://ufcstats.com/fight-details/777c65184aa63894
607,,UFC Fight Night: Dern vs. Rodriguez,Charles Rosa vs. Damon Jackson,Damon Jackson ,Featherweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Chris Tognoni,Dave Hagen 28 - 29.Mike Bell 27 - 29.Adalaide Byrd 27 - 30.,http://ufcstats.com/fight-details/df16b9c2fc9722e9
608,,UFC Fight Night: Dern vs. Rodriguez,Loopy Godinez vs. Silvana Gomez Juarez,Loopy Godinez ,Strawweight,0,1,Submission ,"[5, 5, 5]",1,4:14,254,Herb Dean,Armbar From Back Control ,http://ufcstats.com/fight-details/f526892a27b50576
609,,UFC Fight Night: Dern vs. Rodriguez,Steve Garcia vs. Charlie Ontiveros,Steve Garcia ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",2,1:51,411,Chris Tognoni,Punches to Head From Mount ,http://ufcstats.com/fight-details/ddb927b0dfcfac2a
610,,UFC Fight Night: Santos vs. Walker,Thiago Santos vs. Johnny Walker,Thiago Santos ,Heavyweigh,0,0,Decision - Unanimous ,"[5, 5, 5, 5, 5]",5,5:00,1500,Herb Dean,Derek Cleary 47 - 48.Sal D'amato 47 - 48.Junichiro Kamijo 47 - 48.,http://ufcstats.com/fight-details/37c484012ef24a5b
611,,UFC Fight Night: Santos vs. Walker,Kevin Holland vs. Kyle Daukaus,NC,Middleweight,0,0,Other ,"[5, 5, 5]",1,3:43,223,Dan Miragliotta,Accidental Headbutt,http://ufcstats.com/fight-details/ce151e053721fe69
612,,UFC Fight Night: Santos vs. Walker,Alex Oliveira vs. Niko Price,Niko Price ,Welterweight,0,0,Decision - Unanimous ,"[5, 5, 5]",3,5:00,900,Mark Smith,Derek Cleary 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/9c33c8d4a381ba70
613,,UFC Fight Night: Santos vs. Walker,Misha Cirkunov vs. Krzysztof Jotko,Krzysztof Jotko ,Middleweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Herb Dean,Sal D'amato 28 - 29.Dave Hagen 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/dba710edbc3c29ff
614,,UFC Fight Night: Santos vs. Walker,Alexander Hernandez vs. Mike Breeden,Alexander Hernandez ,Lightweight,0,0,KO/TKO ,"[5, 5, 5]",1,1:20,80,Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/a00b4e82f9d4f92c
615,,UFC Fight Night: Santos vs. Walker,Joe Solecki vs. Jared Gordon,Jared Gordon ,Lightweight,0,0,Decision - Split ,"[5, 5, 5]",3,5:00,900,Dan Miragliotta,Sal D'amato 28 - 29.Derek Cleary 29 - 28.Dave Hagen 28 - 29.,http://ufcstats.com/fight-details/3b7eb8e56052a2af
616,,UFC Fight Night: Santos vs. Walker,Antonina Shevchenko vs. Casey O'Neill,Casey O'Neill ,Flyweight,0,1,KO/TKO ,"[5, 5, 5]",2,4:47,587,Chris Tognoni,Punches to Head From Mount ,http://ufcstats.com/fight-details/6832e9e62da0f9d3
