FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent,form_skore_fighter,Win_Decision,Win_Other,Win-striking,Win-ground,Lost_Decision,Lost_Other,Lost-striking,Lost-ground,AGE,fights_coef,lost_ground_rat,coef_zada,ground_def_skill,fights_coef_gr_att,win_ground_rat,coef_kontrola,ground_att_skill,fights_coef_str_def,lost_str_rat,coef_nohy,stand_def_skill,fights_coef_str_att,stand_att_skill,fights_coef_stamina,avg_time,win_dec_rat,stamina
Travis Browne,78.0,255.0,79.0,Orthodox,17,9,0,8,0,8191,6.0,2.0,0.0,1208,400,964,473,1045,11,16,238,726,99,158,63,80,248,754,56,68,96,142,9.0,6.0,1.0,1505.0,588.0,1029.0,880.0,1344.0,7.0,28.0,357.0,757.0,114.0,138.0,117.0,134.0,378.0,760.0,134.0,174.0,76.0,95.0,-1.3,1.0,0.0,4.0,4.0,3.0,0.0,3.0,2.0,40.0,4.333333333333333,0.11764705882352941,0.18373824929801,65.29177408968715,0.9285714285714286,0.23529411764705882,0.14747894030032963,48.36764475048962,4.25,0.17647058823529413,0.6687828104016603,63.942488886654644,0.9285714285714286,71.8263189050495,1.4444444444444444,1.606078431372549,0.058823529411764705,36.18124183006536
Travis Fulton,72.0,240.0,0.0,Orthodox,2,1,0,1,0,988,1.0,0.0,0.0,461,31,54,65,99,1,3,17,40,12,12,2,2,2,16,12,17,17,21,0.0,2.0,0.0,97.0,15.0,27.0,23.0,40.0,0.0,5.0,7.0,18.0,0.0,1.0,8.0,8.0,8.0,16.0,1.0,1.0,6.0,10.0,0.09999999999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,-1.0,0.5,0.09817813765182186,51.054655870445345,-0.6666666666666666,0.0,0.4665991902834008,32.99696356275304,2.0,0.0,0.4352226720647773,59.4089068825911,-0.6666666666666666,31.58502024291498,-1.0,1.6466666666666667,0.5,41.64666666666667
Travis Lutter,71.0,185.0,75.0,Orthodox,6,2,0,4,0,2776,1.0,2.0,1.0,830,19,59,71,113,6,25,13,52,6,7,0,0,5,37,5,6,9,16,1.0,3.0,1.0,1131.0,112.0,195.0,294.0,392.0,7.0,10.0,56.0,132.0,21.0,25.0,35.0,38.0,31.0,89.0,57.0,68.0,24.0,38.0,-0.9000000000000001,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,49.0,0.6666666666666666,0.3333333333333333,0.4074207492795389,48.44404418828049,0.3333333333333333,0.16666666666666666,0.2989913544668588,44.95461095100865,3.0,0.16666666666666666,0.2935878962536023,48.07684918347743,0.3333333333333333,44.711455331412104,0.4,1.5422222222222224,0.0,28.54222222222222
Travis Wiuff,75.0,205.0,0.0,Orthodox,2,0,0,2,0,574,0.0,1.0,0.0,74,3,5,13,15,2,5,2,4,1,1,0,0,1,2,1,2,1,1,0.0,2.0,0.0,395.0,39.0,59.0,100.0,125.0,4.0,6.0,30.0,48.0,8.0,10.0,1.0,1.0,3.0,8.0,13.0,16.0,23.0,35.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,-0.6666666666666666,1.0,0.6881533101045296,18.688734030197445,-0.6666666666666666,0.0,0.1289198606271777,17.801393728222997,2.0,0.0,0.18292682926829268,49.3170731707317,-0.6666666666666666,20.231707317073173,-0.6666666666666666,0.9566666666666667,0.0,22.623333333333335
Tresean Gore,72.0,185.0,75.0,Switch,3,1,0,2,0,1479,0.0,2.0,0.0,242,75,140,108,178,5,7,40,96,16,20,19,24,59,119,12,17,4,4,1.0,0.0,0.0,317.0,151.0,286.0,169.0,309.0,2.0,11.0,67.0,185.0,62.0,79.0,22.0,22.0,137.0,265.0,12.0,17.0,2.0,4.0,-0.20000000000000007,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,28.0,-1.0,0.0,0.21433400946585532,62.569979716024335,-0.3333333333333333,0.0,0.16362407031778228,38.36308316430021,1.5,0.3333333333333333,0.6220419202163624,53.04834347532117,-0.25,44.99188640973631,-0.3333333333333333,1.6433333333333333,0.0,24.976666666666667
Trevin Giles,72.0,185.0,74.0,Orthodox,10,6,0,4,0,6804,3.0,3.0,2.0,1306,329,602,439,719,11,19,263,520,37,52,29,30,233,471,24,38,72,93,3.0,9.0,5.0,1515.0,226.0,566.0,382.0,746.0,8.0,30.0,102.0,398.0,51.0,79.0,73.0,89.0,183.0,505.0,20.0,27.0,23.0,34.0,0.1,3.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,30.0,1.5,0.3,0.222663139329806,55.82010582010582,0.6,0.2,0.1919459141681364,40.337566137566135,5.0,0.1,0.5853909465020576,64.4156378600823,0.6666666666666666,63.342592592592595,1.2,2.268,0.3,45.268
Trevin Jones,67.0,135.0,70.0,Southpaw,5,1,0,3,1,3445,2.0,0.0,0.0,675,134,346,214,450,2,18,76,274,28,41,30,31,105,308,9,10,20,28,2.0,4.0,0.0,504.0,285.0,483.0,440.0,655.0,4.0,12.0,163.0,339.0,81.0,100.0,41.0,44.0,215.0,396.0,38.0,46.0,32.0,41.0,-1.1000000000000003,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,32.0,0.5,0.2,0.1462989840348331,60.11103047895501,0.16666666666666666,0.2,0.19593613933236576,30.81712626995646,5.0,0.0,0.6577648766328011,71.31059506531204,0.2,60.999419448476054,0.25,2.296666666666667,0.0,28.546666666666667
Trevor Prangley,73.0,185.0,75.0,Orthodox,4,2,0,2,0,3065,0.0,4.0,0.0,1584,111,188,291,384,14,22,45,120,30,32,36,36,22,72,58,66,31,50,0.0,1.0,0.0,876.0,77.0,156.0,215.0,329.0,7.0,27.0,40.0,111.0,26.0,34.0,11.0,11.0,29.0,62.0,29.0,51.0,19.0,43.0,-0.3999999999999999,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.2858075040783034,61.425774877650895,0.0,0.0,0.5168026101141925,54.506117455138664,4.0,0.0,0.19738988580750408,51.89559543230016,0.0,28.882544861337685,0.0,2.5541666666666667,0.25,37.55416666666667
Trevor Smith,75.0,185.0,75.0,Orthodox,12,5,0,7,0,9025,2.0,6.0,3.0,3446,518,930,873,1323,16,48,281,654,135,160,102,116,272,612,128,161,118,157,4.0,5.0,0.0,1022.0,491.0,1051.0,685.0,1257.0,6.0,19.0,299.0,817.0,151.0,188.0,41.0,46.0,324.0,833.0,153.0,201.0,14.0,17.0,-1.1000000000000003,5.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,42.0,8.0,0.0,0.1132409972299169,74.6027700831025,0.6153846153846154,0.0,0.38182825484764543,44.56688685275943,3.0,0.25,0.5049307479224376,53.197229916897506,0.6153846153846154,50.106499041125076,1.0,2.5069444444444446,0.4166666666666667,49.173611111111114
Trey Ogden,0.0,155.0,0.0,0,2,1,0,1,0,1800,0.0,2.0,1.0,160,112,258,202,351,2,13,32,155,30,42,50,61,109,255,1,1,2,2,0.0,0.0,0.0,317.0,121.0,283.0,176.0,348.0,0.0,3.0,25.0,146.0,32.0,65.0,64.0,72.0,121.0,280.0,0.0,2.0,0.0,1.0,0.09999999999999998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,-2.0,0.0,0.1761111111111111,62.71666666666667,-0.6666666666666666,0.0,0.08888888888888889,16.0,2.0,0.0,0.735,71.4,-0.6666666666666666,45.075,-1.0,3.0,0.5,43.0
Tristan Connelly,70.0,170.0,68.0,Orthodox,3,1,0,2,0,2700,0.0,1.0,0.0,481,149,292,344,505,1,7,109,243,22,31,18,18,79,200,39,53,31,39,1.0,2.0,0.0,1253.0,133.0,271.0,294.0,464.0,8.0,20.0,97.0,221.0,33.0,46.0,3.0,4.0,72.0,200.0,42.0,49.0,19.0,22.0,-0.6,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,-1.0,0.0,0.4640740740740741,55.077777777777776,-0.25,0.0,0.17814814814814814,25.016666666666666,3.0,0.0,0.35777777777777775,57.31111111111111,-0.25,33.099999999999994,-0.3333333333333333,3.0,0.3333333333333333,39.666666666666664
Troy Mandaloniz,69.0,170.0,0.0,Orthodox,2,1,0,1,0,1160,2.0,0.0,0.0,263,68,120,80,132,4,6,47,95,5,8,16,17,41,78,21,32,6,10,0.0,0.0,1.0,402.0,91.0,246.0,222.0,394.0,3.0,7.0,57.0,205.0,20.0,25.0,14.0,16.0,48.0,158.0,28.0,50.0,15.0,38.0,-0.09999999999999998,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,-2.0,0.0,0.34655172413793106,57.60344827586207,-0.6666666666666666,0.5,0.2267241379310345,22.20258620689655,2.0,0.0,0.4267241379310345,59.06896551724138,-1.0,49.702586206896555,-1.0,1.9333333333333333,0.0,21.933333333333334
Tsuyoshi Kohsaka,71.0,225.0,0.0,Orthodox,6,3,0,3,0,4437,0.0,8.0,2.0,108,113,220,377,511,7,23,64,149,18,21,31,50,67,142,8,13,38,65,2.0,3.0,0.0,858.0,102.0,285.0,225.0,425.0,5.0,10.0,76.0,247.0,13.0,22.0,13.0,16.0,49.0,194.0,12.0,21.0,41.0,70.0,-0.7,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,52.0,0.6666666666666666,0.3333333333333333,0.1933739012846518,54.86544962812712,0.2857142857142857,0.0,0.02434077079107505,24.523906114169804,3.0,0.16666666666666666,0.7822853279242732,67.62474645030426,0.2857142857142857,58.63141118516372,0.5,2.465,0.3333333333333333,43.29833333333333
Tucker Lutz,68.0,145.0,72.0,Orthodox,2,1,0,1,0,1800,0.0,0.0,0.0,261,116,212,150,247,4,5,64,152,30,37,22,23,102,196,11,12,3,4,0.0,3.0,1.0,707.0,97.0,168.0,243.0,328.0,5.0,13.0,54.0,115.0,35.0,43.0,8.0,10.0,84.0,155.0,11.0,11.0,2.0,2.0,-0.09999999999999998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,-2.0,0.0,0.3927777777777778,56.21666666666667,-0.6666666666666666,0.0,0.145,18.525,2.0,0.0,0.4622222222222222,60.48888888888889,-0.6666666666666666,32.8,-1.0,3.0,0.5,43.0
Tulio Palhares,0.0,180.0,0.0,0,1,1,0,0,0,540,0.0,0.0,0.0,0,31,44,53,66,4,4,26,36,1,1,4,7,11,23,1,1,19,20,0.0,0.0,1.0,0.0,11.0,36.0,21.0,47.0,2.0,3.0,8.0,30.0,2.0,3.0,1.0,3.0,4.0,24.0,0.0,0.0,7.0,12.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,67.0,-3.0,0.0,0.0,29.0,1.0,0.0,1.0,81.0,-1.5,47.0,-3.0,1.8,0.0,11.8
Tyler Diamond,67.0,145.0,69.0,Orthodox,1,0,0,1,0,900,0.0,0.0,2.0,512,51,107,72,129,3,4,34,88,12,14,5,5,20,62,1,5,30,40,0.0,1.0,0.0,135.0,38.0,69.0,45.0,78.0,3.0,10.0,29.0,50.0,9.0,18.0,0.0,1.0,13.0,39.0,7.0,10.0,18.0,20.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,-3.0,0.0,0.15,62.5,-1.5,0.0,0.5688888888888889,27.6,1.0,0.0,0.2811111111111111,52.24444444444444,-1.5,14.649999999999999,-1.5,3.0,0.0,20.5
Tyler Toner,68.0,145.0,70.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,0,21,78,30,87,0,0,10,61,4,5,7,12,20,77,0,0,1,1,2.0,0.0,0.0,382.0,44.0,112.0,75.0,149.0,0.0,0.0,39.0,103.0,4.0,7.0,1.0,2.0,31.0,83.0,3.0,4.0,10.0,25.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,-3.0,0.0,0.42444444444444446,54.266666666666666,-1.5,0.0,0.0,2.0,1.0,0.0,0.5755555555555556,64.02222222222223,-1.5,27.900000000000002,-1.5,3.0,0.0,20.5
Tyron Woodley,69.0,170.0,74.0,Orthodox,16,9,0,7,0,13201,10.0,3.0,0.0,1533,528,1126,813,1423,6,17,295,824,177,237,56,65,267,806,141,173,120,147,0.0,3.0,0.0,3183.0,637.0,1484.0,1272.0,2149.0,8.0,64.0,293.0,1007.0,261.0,360.0,83.0,117.0,378.0,1163.0,185.0,228.0,74.0,93.0,-1.3,3.0,0.0,5.0,1.0,5.0,1.0,0.0,1.0,40.0,6.0,0.0625,0.241118097113855,66.89145708658435,0.75,0.3125,0.11612756609347777,37.0382404742065,16.0,0.0,0.6427543367926672,81.7101734717067,1.0,74.98644515567003,1.5,2.750208333333333,0.1875,42.75020833333333
Tyrone Roberts,69.0,185.0,0.0,Orthodox,1,1,0,0,0,900,0.0,0.0,0.0,287,16,60,105,163,1,1,11,53,3,5,2,2,12,45,4,13,0,2,0.0,0.0,0.0,2.0,10.0,31.0,27.0,49.0,0.0,2.0,5.0,25.0,5.0,6.0,0.0,0.0,3.0,22.0,5.0,6.0,2.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0022222222222222222,66.93333333333334,-1.5,0.0,0.3188888888888889,16.35,1.0,0.0,0.6788888888888889,68.15555555555555,-1.5,32.55,-3.0,3.0,1.0,53.0
Tyson Griffin,66.0,145.0,68.0,Orthodox,14,8,0,6,0,9845,2.0,10.0,1.0,2118,612,1455,963,1842,20,44,319,1082,134,180,159,193,455,1225,83,110,74,120,2.0,14.0,4.0,2307.0,386.0,1103.0,631.0,1373.0,34.0,84.0,260.0,956.0,82.0,93.0,44.0,54.0,257.0,920.0,78.0,111.0,51.0,72.0,-0.7000000000000002,6.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,38.0,10.0,0.0,0.23433214829862875,72.97003555104114,0.7142857142857143,0.07142857142857142,0.21513458608430674,41.466770659508086,4.666666666666667,0.14285714285714285,0.5505332656170645,60.97371157706353,0.7142857142857143,56.55971123848219,1.4285714285714286,2.3440476190476187,0.42857142857142855,51.62976190476191
Tyson Nam,67.0,125.0,68.0,Orthodox,6,3,0,3,0,3245,3.0,0.0,0.0,127,199,616,204,621,0,4,134,520,38,65,27,31,175,575,7,16,17,25,0.0,0.0,0.0,19.0,306.0,851.0,307.0,852.0,0.0,4.0,213.0,719.0,33.0,61.0,60.0,71.0,291.0,829.0,13.0,19.0,2.0,3.0,0.5,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,39.0,2.0,0.0,0.005855161787365178,71.82434514637904,0.3333333333333333,0.3333333333333333,0.03913713405238829,33.261171032357474,6.0,0.0,0.9550077041602465,84.20030816640985,0.4,82.7753466872111,0.5,1.8027777777777778,0.0,29.302777777777777
Tyson Pedro,75.0,205.0,79.0,Orthodox,8,5,0,3,0,2808,4.0,4.0,0.0,475,138,215,184,265,2,8,77,136,32,39,29,40,89,150,32,45,17,20,2.0,1.0,0.0,879.0,110.0,226.0,189.0,317.0,9.0,19.0,79.0,189.0,18.0,21.0,13.0,16.0,46.0,133.0,16.0,23.0,48.0,70.0,0.49999999999999994,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,31.0,2.0,0.125,0.31303418803418803,58.85897435897436,0.8,0.125,0.16915954415954415,59.71217948717949,4.0,0.125,0.5178062678062678,59.712250712250714,0.5,54.92628205128205,1.0,1.17,0.0,31.17
Ulysses Gomez,66.0,125.0,0.0,Orthodox,2,0,0,2,0,1126,0.0,0.0,0.0,31,51,202,51,202,0,8,15,143,3,8,33,51,48,199,3,3,0,0,1.0,0.0,0.0,30.0,67.0,213.0,69.0,216.0,1.0,1.0,24.0,158.0,16.0,24.0,27.0,31.0,53.0,194.0,13.0,16.0,1.0,3.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,39.0,-2.0,0.0,0.02664298401420959,67.20071047957371,-0.6666666666666666,0.0,0.027531083481349913,13.238898756660745,1.0,0.5,0.9458259325044405,58.83303730017762,-0.6666666666666666,54.56216696269982,-0.6666666666666666,1.8766666666666667,0.0,23.543333333333333
Umar Nurmagomedov,68.0,135.0,0.0,Orthodox,3,3,0,0,0,1614,0.0,2.0,0.0,913,117,167,181,238,9,20,83,119,21,33,13,15,48,88,11,11,58,68,0.0,0.0,0.0,14.0,10.0,69.0,55.0,118.0,0.0,0.0,3.0,52.0,4.0,12.0,3.0,5.0,10.0,67.0,0.0,2.0,0.0,0.0,1.2000000000000002,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.0,-1.0,0.0,0.008674101610904586,68.73977695167287,-0.5,0.0,0.5656753407682775,69.45539033457248,3.0,0.0,0.4256505576208178,60.026022304832715,-0.25,36.1542750929368,-1.0,1.7933333333333332,0.3333333333333333,35.126666666666665
Uriah Hall,72.0,185.0,79.0,Orthodox,19,10,0,9,0,11768,8.0,2.0,6.0,728,634,1305,774,1460,7,18,359,925,126,212,149,168,507,1123,37,44,90,138,3.0,3.0,0.0,3507.0,755.0,1656.0,1178.0,2212.0,21.0,59.0,437.0,1242.0,122.0,181.0,196.0,233.0,572.0,1382.0,103.0,143.0,80.0,131.0,-0.2999999999999999,2.0,3.0,3.0,2.0,6.0,0.0,2.0,1.0,38.0,7.5,0.05263157894736842,0.29801155676410607,66.98070592865577,0.8333333333333334,0.15789473684210525,0.061862678450033994,37.52066263551469,6.333333333333333,0.10526315789473684,0.6401257647858599,67.72783760897825,0.8823529411764706,66.49915786737608,1.5,2.064561403508772,0.10526315789473684,38.77508771929824
Urijah Faber,66.0,135.0,67.0,Orthodox,18,11,0,7,0,14733,5.0,9.0,2.0,2778,713,1698,958,1972,26,92,524,1407,137,222,52,69,444,1312,97,139,172,247,5.0,1.0,4.0,1240.0,710.0,2035.0,838.0,2179.0,19.0,50.0,411.0,1592.0,122.0,219.0,177.0,224.0,578.0,1819.0,100.0,157.0,32.0,59.0,-0.1,4.0,0.0,1.0,6.0,5.0,0.0,2.0,0.0,43.0,14.0,0.0,0.08416480010859974,81.47505599674201,1.0769230769230769,0.05555555555555555,0.18855630217878233,56.408110521122126,6.0,0.1111111111111111,0.7272788977126179,70.64671146406027,0.7777777777777778,64.56088373040114,1.75,2.7283333333333335,0.2222222222222222,45.367222222222225
Uros Medic,73.0,155.0,71.0,Southpaw,3,2,0,1,0,826,3.0,0.0,0.0,58,98,160,108,171,0,0,66,124,14,18,18,18,58,102,5,6,35,52,0.0,1.0,0.0,155.0,58.0,135.0,73.0,156.0,1.0,3.0,34.0,102.0,16.0,24.0,8.0,9.0,48.0,116.0,4.0,6.0,6.0,13.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,29.0,-0.5,0.3333333333333333,0.18765133171912832,53.87046004842615,-0.3333333333333333,0.3333333333333333,0.07021791767554479,34.15980629539952,3.0,0.0,0.7421307506053268,72.68523002421307,-0.3333333333333333,64.3958837772397,-0.5,0.9177777777777777,0.0,23.41777777777778
Vagner Rocha,70.0,155.0,73.0,Orthodox,4,1,0,3,0,1933,0.0,4.0,0.0,425,85,200,124,241,3,9,56,154,9,18,20,28,74,183,1,1,10,16,0.0,2.0,0.0,135.0,145.0,279.0,168.0,302.0,2.0,4.0,65.0,181.0,19.0,28.0,61.0,70.0,127.0,257.0,5.0,7.0,13.0,15.0,-0.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,40.0,0.0,0.5,0.06983962752198655,52.9048111743404,0.0,0.0,0.21986549405069838,41.14394723228143,4.0,0.0,0.7102948784273151,72.41179513709261,0.0,51.96326952922918,0.0,1.6108333333333333,0.0,26.610833333333332
Valentina Shevchenko,65.0,125.0,66.0,Southpaw,14,12,0,2,0,14562,1.0,6.0,1.0,4106,775,1469,1603,2339,41,64,486,1078,112,167,177,224,515,1157,79,106,181,206,0.0,5.0,2.0,2304.0,462.0,1249.0,1065.0,1905.0,10.0,34.0,134.0,717.0,140.0,238.0,188.0,294.0,347.0,1095.0,77.0,98.0,38.0,56.0,1.5000000000000002,6.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,34.0,10.0,0.0,0.15822002472187885,75.25339925834363,1.0,0.07142857142857142,0.2819667628073067,60.75993289775737,14.0,0.0,0.5598132124708145,76.39252849883258,0.7142857142857143,56.97730884690094,3.3333333333333335,3.467142857142857,0.42857142857142855,62.27666666666667
Valeri Ignatov,69.0,170.0,0.0,Orthodox,2,0,0,2,0,1078,0.0,1.0,0.0,0,9,33,52,78,0,0,7,31,2,2,0,0,6,29,3,3,0,1,0.0,1.0,0.0,0.0,100.0,149.0,149.0,199.0,6.0,10.0,66.0,114.0,33.0,34.0,1.0,1.0,16.0,35.0,4.0,7.0,80.0,107.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.5,0.0,54.0,-0.6666666666666666,0.0,0.0,12.0,2.0,0.0,1.0,82.0,-0.6666666666666666,57.0,-0.6666666666666666,1.7966666666666666,0.0,23.463333333333335
Valerie Letourneau,67.0,115.0,68.0,Orthodox,6,3,0,3,0,5864,1.0,2.0,1.0,631,441,1161,546,1286,5,11,305,972,95,132,41,57,363,1032,57,102,21,27,2.0,1.0,1.0,1169.0,528.0,1284.0,619.0,1395.0,5.0,15.0,284.0,950.0,120.0,183.0,124.0,151.0,463.0,1169.0,49.0,87.0,16.0,28.0,-0.9000000000000001,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,39.0,2.0,0.0,0.19935197817189632,66.01944065484311,0.2857142857142857,0.0,0.10760572987721692,28.27082927304619,3.0,0.16666666666666666,0.6930422919508867,64.0550250113688,0.2857142857142857,54.615474566361335,0.5,3.257777777777778,0.5,50.757777777777775
Valmir Lazaro,72.0,155.0,73.0,Orthodox,3,1,0,2,0,2700,0.0,0.0,0.0,291,219,587,243,613,4,10,153,488,33,61,33,38,200,554,19,32,0,1,1.0,0.0,1.0,246.0,184.0,483.0,208.0,508.0,1.0,25.0,121.0,396.0,31.0,46.0,32.0,41.0,172.0,466.0,12.0,17.0,0.0,0.0,-0.4,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,37.0,-1.0,0.0,0.09111111111111111,66.26666666666667,-0.25,0.0,0.10777777777777778,21.85,3.0,0.0,0.8011111111111111,75.04444444444445,-0.25,53.05,-0.3333333333333333,3.0,0.3333333333333333,39.666666666666664
Vanessa Demopoulos,62.0,125.0,59.0,Orthodox,4,3,0,1,0,2845,1.0,2.0,0.0,846,195,393,283,495,3,16,119,294,54,72,22,27,115,296,44,57,36,40,1.0,0.0,0.0,342.0,248.0,439.0,307.0,502.0,1.0,3.0,188.0,370.0,45.0,51.0,15.0,18.0,205.0,378.0,13.0,15.0,30.0,46.0,1.0000000000000002,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0,0.0,0.0,0.12021089630931459,66.39367311072056,0.0,0.0,0.29736379613356767,44.631370826010546,4.0,0.0,0.5824253075571177,67.29701230228471,0.0,46.209138840070295,0.0,2.370833333333333,0.5,47.37083333333334
Vanessa Melo,65.0,135.0,65.0,Orthodox,4,1,0,3,0,3600,0.0,0.0,0.0,25,209,679,278,748,0,3,145,577,30,59,34,43,199,669,8,8,2,2,0.0,0.0,0.0,877.0,368.0,901.0,503.0,1048.0,4.0,14.0,226.0,722.0,55.0,79.0,87.0,100.0,301.0,813.0,14.0,14.0,53.0,74.0,-0.40000000000000013,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,34.0,0.0,0.0,0.2436111111111111,62.69166666666666,0.0,0.0,0.006944444444444444,20.3125,4.0,0.0,0.7494444444444445,73.97777777777777,0.0,53.725,0.0,3.0,0.25,38.0
Vaughan Lee,66.0,125.0,66.0,Orthodox,8,3,0,5,0,4458,1.0,5.0,0.0,487,258,546,546,837,4,12,126,353,82,126,50,67,203,470,40,52,15,24,1.0,6.0,1.0,1614.0,154.0,517.0,238.0,612.0,10.0,36.0,100.0,409.0,40.0,73.0,14.0,35.0,99.0,432.0,21.0,37.0,34.0,48.0,-0.7,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,40.0,1.3333333333333333,0.25,0.3620457604306864,52.97196052041274,0.5,0.0,0.10924181247196052,36.54088156123822,4.0,0.125,0.5287124270973531,60.14849708389413,0.4444444444444444,49.12539255271422,0.6666666666666666,1.8575,0.25,40.19083333333333
Vernon Ramos Ho,66.0,170.0,0.0,Orthodox,1,0,0,1,0,30,0.0,0.0,0.0,0,2,8,2,8,0,0,0,3,0,1,2,4,2,8,0,0,0,0,1.0,0.0,0.0,1.0,4.0,9.0,4.0,9.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,-3.0,0.0,0.03333333333333333,66.0,-1.5,0.0,0.0,2.0,0.5,1.0,0.9666666666666667,39.166666666666664,-1.5,45.5,-1.5,0.1,0.0,17.6
Vernon White,72.0,205.0,0.0,Southpaw,2,0,0,2,0,1145,0.0,0.0,1.0,296,58,119,120,185,1,6,31,83,13,20,14,16,19,49,21,37,18,33,2.0,1.0,0.0,480.0,49.0,122.0,126.0,204.0,3.0,6.0,43.0,115.0,3.0,4.0,3.0,3.0,14.0,47.0,13.0,29.0,22.0,46.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,51.0,-2.0,0.0,0.4192139737991266,55.4235807860262,-0.6666666666666666,0.0,0.25851528384279476,23.633187772925766,1.0,0.5,0.3222707423580786,33.890829694323145,-0.6666666666666666,26.502183406113538,-0.6666666666666666,1.9083333333333334,0.0,23.575
Veronica Macedo,64.0,125.0,64.0,Southpaw,5,1,0,4,0,3142,0.0,2.0,3.0,338,164,414,218,485,2,11,118,338,27,50,19,26,130,357,20,33,14,24,0.0,3.0,3.0,1359.0,265.0,466.0,402.0,636.0,8.0,15.0,155.0,314.0,86.0,113.0,24.0,39.0,138.0,302.0,66.0,76.0,61.0,88.0,-0.7000000000000002,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,27.0,0.3333333333333333,0.4,0.4325270528325907,45.357521748355616,0.2,0.0,0.10757479312539783,36.240865690642906,5.0,0.0,0.45989815404201145,63.39592616168046,0.16666666666666666,42.69541693189052,0.2,2.0946666666666665,0.0,28.094666666666665
